国名,人数,年月
ポルトガル,1080,2004/12/1
アイルランド,1072,2004/1/1
アイルランド,794,2004/2/1
アイルランド,989,2004/3/1
アイルランド,990,2004/4/1
アイルランド,872,2004/5/1
アイルランド,816,2004/6/1
アイルランド,1041,2004/7/1
アイルランド,1015,2004/8/1
アイルランド,1000,2004/9/1
アイルランド,1076,2004/10/1
アイルランド,986,2004/11/1
アイルランド,829,2004/12/1
米国,52463,2004/1/1
米国,47464,2004/2/1
米国,68709,2004/3/1
米国,66743,2004/4/1
米国,71316,2004/5/1
米国,77741,2004/6/1
米国,71242,2004/7/1
米国,59012,2004/8/1
米国,56466,2004/9/1
米国,71190,2004/10/1
米国,61772,2004/11/1
米国,55635,2004/12/1
カナダ,13605,2004/1/1
カナダ,8867,2004/2/1
カナダ,12250,2004/3/1
カナダ,12154,2004/4/1
カナダ,11918,2004/5/1
カナダ,10517,2004/6/1
カナダ,13527,2004/7/1
カナダ,12721,2004/8/1
カナダ,9985,2004/9/1
カナダ,13060,2004/10/1
カナダ,10864,2004/11/1
カナダ,12623,2004/12/1
メキシコ,972,2004/1/1
メキシコ,864,2004/2/1
メキシコ,1391,2004/3/1
メキシコ,1213,2004/4/1
メキシコ,1588,2004/5/1
メキシコ,1420,2004/6/1
メキシコ,2472,2004/7/1
メキシコ,1091,2004/8/1
メキシコ,1433,2004/9/1
メキシコ,1850,2004/10/1
メキシコ,1113,2004/11/1
メキシコ,1082,2004/12/1
ブラジル,872,2004/1/1
ブラジル,727,2004/2/1
ブラジル,999,2004/3/1
ブラジル,1239,2004/4/1
ブラジル,1219,2004/5/1
ブラジル,989,2004/6/1
ブラジル,1253,2004/7/1
ブラジル,1144,2004/8/1
ブラジル,1193,2004/9/1
ブラジル,1479,2004/10/1
ブラジル,863,2004/11/1
ブラジル,1084,2004/12/1
豪州,17096,2004/1/1
豪州,10610,2004/2/1
豪州,13922,2004/3/1
豪州,17793,2004/4/1
豪州,15764,2004/5/1
豪州,15928,2004/6/1
豪州,18402,2004/7/1
豪州,15446,2004/8/1
豪州,20966,2004/9/1
豪州,16515,2004/10/1
豪州,13608,2004/11/1
豪州,18226,2004/12/1
ニュージーランド,3030,2004/1/1
ニュージーランド,1931,2004/2/1
ニュージーランド,2592,2004/3/1
ニュージーランド,3444,2004/4/1
ニュージーランド,2705,2004/5/1
ニュージーランド,2707,2004/6/1
ニュージーランド,3298,2004/7/1
ニュージーランド,3248,2004/8/1
ニュージーランド,3705,2004/9/1
ニュージーランド,2790,2004/10/1
ニュージーランド,2494,2004/11/1
ニュージーランド,2735,2004/12/1
無国籍・その他,92,2004/1/1
無国籍・その他,63,2004/2/1
無国籍・その他,68,2004/3/1
無国籍・その他,79,2004/4/1
無国籍・その他,58,2004/5/1
無国籍・その他,82,2004/6/1
無国籍・その他,55,2004/7/1
無国籍・その他,81,2004/8/1
無国籍・その他,63,2004/9/1
無国籍・その他,63,2004/10/1
無国籍・その他,54,2004/11/1
無国籍・その他,56,2004/12/1
