国名,人数,年月
マレーシア,27682,2014/11/1
マレーシア,39305,2014/12/1
インドネシア,7129,2014/1/1
インドネシア,6527,2014/2/1
インドネシア,14302,2014/3/1
インドネシア,16946,2014/4/1
インドネシア,14765,2014/5/1
インドネシア,15658,2014/6/1
インドネシア,16791,2014/7/1
インドネシア,8454,2014/8/1
インドネシア,10834,2014/9/1
インドネシア,12182,2014/10/1
インドネシア,11433,2014/11/1
インドネシア,23718,2014/12/1
フィリピン,9160,2014/1/1
フィリピン,7495,2014/2/1
フィリピン,12709,2014/3/1
フィリピン,29721,2014/4/1
フィリピン,19313,2014/5/1
フィリピン,13424,2014/6/1
フィリピン,11033,2014/7/1
フィリピン,11517,2014/8/1
フィリピン,12663,2014/9/1
フィリピン,19426,2014/10/1
フィリピン,15950,2014/11/1
フィリピン,21793,2014/12/1
ベトナム,6707,2014/1/1
ベトナム,7419,2014/2/1
ベトナム,11145,2014/3/1
ベトナム,17889,2014/4/1
ベトナム,7897,2014/5/1
ベトナム,8513,2014/6/1
ベトナム,10973,2014/7/1
ベトナム,9523,2014/8/1
ベトナム,10665,2014/9/1
ベトナム,15222,2014/10/1
ベトナム,10370,2014/11/1
ベトナム,7943,2014/12/1
インド,6887,2014/1/1
インド,4982,2014/2/1
インド,6892,2014/3/1
インド,7440,2014/4/1
インド,9850,2014/5/1
インド,7420,2014/6/1
インド,7239,2014/7/1
インド,7042,2014/8/1
インド,7640,2014/9/1
インド,8203,2014/10/1
インド,8325,2014/11/1
インド,6047,2014/12/1
イスラエル,574,2014/1/1
イスラエル,573,2014/2/1
イスラエル,2812,2014/3/1
イスラエル,3469,2014/4/1
イスラエル,1549,2014/5/1
イスラエル,794,2014/6/1
イスラエル,1026,2014/7/1
イスラエル,991,2014/8/1
イスラエル,1691,2014/9/1
イスラエル,3168,2014/10/1
イスラエル,1554,2014/11/1
イスラエル,607,2014/12/1
トルコ,1267,2014/1/1
トルコ,853,2014/2/1
トルコ,1043,2014/3/1
トルコ,1681,2014/4/1
トルコ,1107,2014/5/1
トルコ,1223,2014/6/1
トルコ,1151,2014/7/1
トルコ,1247,2014/8/1
トルコ,1153,2014/9/1
トルコ,1788,2014/10/1
トルコ,1325,2014/11/1
トルコ,928,2014/12/1
英国,13972,2014/1/1
英国,14835,2014/2/1
英国,20029,2014/3/1
英国,23588,2014/4/1
英国,16846,2014/5/1
英国,15019,2014/6/1
英国,19625,2014/7/1
英国,15811,2014/8/1
英国,20654,2014/9/1
英国,24299,2014/10/1
英国,18470,2014/11/1
英国,16912,2014/12/1
フランス,9132,2014/1/1
フランス,8882,2014/2/1
フランス,15788,2014/3/1
フランス,22166,2014/4/1
フランス,14879,2014/5/1
フランス,11512,2014/6/1
フランス,18646,2014/7/1
フランス,17533,2014/8/1
フランス,13603,2014/9/1
フランス,20172,2014/10/1
フランス,13280,2014/11/1
フランス,12977,2014/12/1
ドイツ,7365,2014/1/1
ドイツ,8954,2014/2/1
ドイツ,13752,2014/3/1
ドイツ,15218,2014/4/1
ドイツ,12101,2014/5/1
ドイツ,9427,2014/6/1
ドイツ,11653,2014/7/1
ドイツ,10715,2014/8/1
ドイツ,12720,2014/9/1
ドイツ,16469,2014/10/1
ドイツ,12945,2014/11/1
ドイツ,8935,2014/12/1
イタリア,3280,2014/1/1
イタリア,3800,2014/2/1
イタリア,6541,2014/3/1
イタリア,9467,2014/4/1
イタリア,5887,2014/5/1
イタリア,4968,2014/6/1
イタリア,6921,2014/7/1
イタリア,10664,2014/8/1
イタリア,7032,2014/9/1
イタリア,8860,2014/10/1
イタリア,6323,2014/11/1
イタリア,6788,2014/12/1
ロシア,4285,2014/1/1
ロシア,3423,2014/2/1
ロシア,6426,2014/3/1
ロシア,6807,2014/4/1
ロシア,5041,2014/5/1
ロシア,4999,2014/6/1
ロシア,5809,2014/7/1
ロシア,5349,2014/8/1
ロシア,5038,2014/9/1
ロシア,6791,2014/10/1
ロシア,6185,2014/11/1
ロシア,3924,2014/12/1
スペイン,1962,2014/1/1
スペイン,2154,2014/2/1
スペイン,3636,2014/3/1
スペイン,6056,2014/4/1
スペイン,4407,2014/5/1
スペイン,3470,2014/6/1
スペイン,7331,2014/7/1
スペイン,10598,2014/8/1
スペイン,6649,2014/9/1
スペイン,6780,2014/10/1
スペイン,4162,2014/11/1
スペイン,3337,2014/12/1
スウェーデン,2513,2014/1/1
スウェーデン,2268,2014/2/1
スウェーデン,4097,2014/3/1
スウェーデン,5280,2014/4/1
スウェーデン,2942,2014/5/1
スウェーデン,3041,2014/6/1
スウェーデン,3238,2014/7/1
スウェーデン,2236,2014/8/1
スウェーデン,2987,2014/9/1
スウェーデン,4634,2014/10/1
スウェーデン,3579,2014/11/1
スウェーデン,3310,2014/12/1
オランダ,2056,2014/1/1
オランダ,2211,2014/2/1
オランダ,3548,2014/3/1
オランダ,3914,2014/4/1
オランダ,3370,2014/5/1
オランダ,2626,2014/6/1
オランダ,4535,2014/7/1
オランダ,3052,2014/8/1
オランダ,3532,2014/9/1
オランダ,4824,2014/10/1
オランダ,3469,2014/11/1
オランダ,2729,2014/12/1
スイス,1446,2014/1/1
スイス,1565,2014/2/1
スイス,2763,2014/3/1
スイス,4514,2014/4/1
スイス,2673,2014/5/1
スイス,1916,2014/6/1
スイス,3954,2014/7/1
スイス,2237,2014/8/1
スイス,3050,2014/9/1
スイス,4327,2014/10/1
スイス,2447,2014/11/1
スイス,2258,2014/12/1
ベルギー,901,2014/1/1
ベルギー,1017,2014/2/1
ベルギー,1673,2014/3/1
ベルギー,2320,2014/4/1
ベルギー,1642,2014/5/1
ベルギー,1254,2014/6/1
ベルギー,2135,2014/7/1
ベルギー,1383,2014/8/1
ベルギー,1718,2014/9/1
ベルギー,2135,2014/10/1
ベルギー,1597,2014/11/1
ベルギー,1159,2014/12/1
フィンランド,1426,2014/1/1
フィンランド,1324,2014/2/1
フィンランド,2289,2014/3/1
フィンランド,2104,2014/4/1
フィンランド,1698,2014/5/1
フィンランド,1548,2014/6/1
フィンランド,1491,2014/7/1
フィンランド,1025,2014/8/1
フィンランド,1360,2014/9/1
フィンランド,2128,2014/10/1
フィンランド,1556,2014/11/1
フィンランド,1712,2014/12/1
ポーランド,705,2014/1/1
ポーランド,722,2014/2/1
ポーランド,1789,2014/3/1
ポーランド,2394,2014/4/1
ポーランド,1654,2014/5/1
ポーランド,1091,2014/6/1
ポーランド,1852,2014/7/1
ポーランド,1555,2014/8/1
ポーランド,1790,2014/9/1
ポーランド,2102,2014/10/1
ポーランド,1450,2014/11/1
ポーランド,779,2014/12/1
デンマーク,1116,2014/1/1
デンマーク,1120,2014/2/1
デンマーク,1701,2014/3/1
デンマーク,2336,2014/4/1
デンマーク,1166,2014/5/1
デンマーク,1265,2014/6/1
デンマーク,2092,2014/7/1
デンマーク,989,2014/8/1
デンマーク,1302,2014/9/1
デンマーク,2263,2014/10/1
デンマーク,1555,2014/11/1
デンマーク,996,2014/12/1
ノルウェー,964,2014/1/1
ノルウェー,941,2014/2/1
ノルウェー,1430,2014/3/1
ノルウェー,2400,2014/4/1
ノルウェー,825,2014/5/1
ノルウェー,1301,2014/6/1
ノルウェー,1787,2014/7/1
ノルウェー,762,2014/8/1
ノルウェー,1286,2014/9/1
ノルウェー,1398,2014/10/1
ノルウェー,1186,2014/11/1
ノルウェー,950,2014/12/1
オーストリア,883,2014/1/1
オーストリア,912,2014/2/1
オーストリア,1261,2014/3/1
オーストリア,1784,2014/4/1
オーストリア,1196,2014/5/1
オーストリア,938,2014/6/1
オーストリア,1420,2014/7/1
オーストリア,1271,2014/8/1
オーストリア,1534,2014/9/1
オーストリア,1661,2014/10/1
オーストリア,1398,2014/11/1
オーストリア,1140,2014/12/1
ポルトガル,705,2014/1/1
ポルトガル,709,2014/2/1
ポルトガル,1090,2014/3/1
ポルトガル,1535,2014/4/1
ポルトガル,1061,2014/5/1
ポルトガル,1130,2014/6/1
ポルトガル,1285,2014/7/1
ポルトガル,1715,2014/8/1
ポルトガル,1143,2014/9/1
ポルトガル,1495,2014/10/1
ポルトガル,1164,2014/11/1
ポルトガル,1407,2014/12/1
アイルランド,930,2014/1/1
アイルランド,819,2014/2/1
アイルランド,1028,2014/3/1
アイルランド,1285,2014/4/1
アイルランド,1059,2014/5/1
アイルランド,952,2014/6/1
アイルランド,1122,2014/7/1
アイルランド,944,2014/8/1
アイルランド,1126,2014/9/1
アイルランド,1268,2014/10/1
アイルランド,1037,2014/11/1
アイルランド,1026,2014/12/1
米国,59767,2014/1/1
米国,52016,2014/2/1
米国,80929,2014/3/1
米国,85298,2014/4/1
米国,80373,2014/5/1
米国,87870,2014/6/1
米国,82937,2014/7/1
米国,63883,2014/8/1
米国,69301,2014/9/1
米国,82512,2014/10/1
米国,73243,2014/11/1
米国,73539,2014/12/1
カナダ,12852,2014/1/1
カナダ,11420,2014/2/1
カナダ,16079,2014/3/1
カナダ,17782,2014/4/1
カナダ,15951,2014/5/1
カナダ,12722,2014/6/1
カナダ,15763,2014/7/1
カナダ,14214,2014/8/1
カナダ,14531,2014/9/1
カナダ,17675,2014/10/1
カナダ,16184,2014/11/1
カナダ,17692,2014/12/1
メキシコ,1345,2014/1/1
メキシコ,1344,2014/2/1
メキシコ,2461,2014/3/1
メキシコ,3582,2014/4/1
メキシコ,2532,2014/5/1
メキシコ,2512,2014/6/1
メキシコ,3537,2014/7/1
メキシコ,2091,2014/8/1
メキシコ,2954,2014/9/1
メキシコ,3206,2014/10/1
メキシコ,2617,2014/11/1
メキシコ,2255,2014/12/1
ブラジル,1887,2014/1/1
ブラジル,1315,2014/2/1
ブラジル,3045,2014/3/1
ブラジル,4131,2014/4/1
ブラジル,2922,2014/5/1
ブラジル,2206,2014/6/1
ブラジル,2595,2014/7/1
ブラジル,2128,2014/8/1
ブラジル,3069,2014/9/1
ブラジル,3638,2014/10/1
ブラジル,2309,2014/11/1
ブラジル,3065,2014/12/1
豪州,37367,2014/1/1
豪州,26589,2014/2/1
豪州,21334,2014/3/1
豪州,30174,2014/4/1
豪州,18547,2014/5/1
豪州,21081,2014/6/1
豪州,20086,2014/7/1
豪州,13089,2014/8/1
豪州,30631,2014/9/1
豪州,23994,2014/10/1
豪州,22155,2014/11/1
豪州,37609,2014/12/1
ニュージーランド,3366,2014/1/1
ニュージーランド,2804,2014/2/1
ニュージーランド,2661,2014/3/1
ニュージーランド,4329,2014/4/1
ニュージーランド,3180,2014/5/1
ニュージーランド,3230,2014/6/1
ニュージーランド,3778,2014/7/1
ニュージーランド,2864,2014/8/1
ニュージーランド,4477,2014/9/1
ニュージーランド,3537,2014/10/1
ニュージーランド,3077,2014/11/1
ニュージーランド,4319,2014/12/1
無国籍・その他,35,2014/1/1
無国籍・その他,38,2014/2/1
無国籍・その他,69,2014/3/1
無国籍・その他,76,2014/4/1
無国籍・その他,59,2014/5/1
無国籍・その他,50,2014/6/1
無国籍・その他,58,2014/7/1
無国籍・その他,40,2014/8/1
無国籍・その他,51,2014/9/1
無国籍・その他,62,2014/10/1
無国籍・その他,60,2014/11/1
無国籍・その他,62,2014/12/1
