国名,人数,年月
スウェーデン,2670,2013/7/1
スウェーデン,2073,2013/8/1
スウェーデン,2794,2013/9/1
スウェーデン,4350,2013/10/1
スウェーデン,3270,2013/11/1
スウェーデン,2980,2013/12/1
オランダ,1862,2013/1/1
オランダ,2002,2013/2/1
オランダ,2990,2013/3/1
オランダ,3505,2013/4/1
オランダ,2764,2013/5/1
オランダ,2562,2013/6/1
オランダ,3712,2013/7/1
オランダ,2353,2013/8/1
オランダ,2929,2013/9/1
オランダ,3677,2013/10/1
オランダ,3022,2013/11/1
オランダ,2483,2013/12/1
スイス,1225,2013/1/1
スイス,1339,2013/2/1
スイス,3017,2013/3/1
スイス,3312,2013/4/1
スイス,2437,2013/5/1
スイス,1827,2013/6/1
スイス,3255,2013/7/1
スイス,1959,2013/8/1
スイス,2501,2013/9/1
スイス,3555,2013/10/1
スイス,2180,2013/11/1
スイス,1715,2013/12/1
ベルギー,841,2013/1/1
ベルギー,1012,2013/2/1
ベルギー,1704,2013/3/1
ベルギー,1793,2013/4/1
ベルギー,1345,2013/5/1
ベルギー,1244,2013/6/1
ベルギー,1787,2013/7/1
ベルギー,1178,2013/8/1
ベルギー,1357,2013/9/1
ベルギー,1913,2013/10/1
ベルギー,1434,2013/11/1
ベルギー,950,2013/12/1
フィンランド,1119,2013/1/1
フィンランド,1069,2013/2/1
フィンランド,1878,2013/3/1
フィンランド,1772,2013/4/1
フィンランド,1449,2013/5/1
フィンランド,1345,2013/6/1
フィンランド,1260,2013/7/1
フィンランド,850,2013/8/1
フィンランド,1094,2013/9/1
フィンランド,1684,2013/10/1
フィンランド,1392,2013/11/1
フィンランド,1611,2013/12/1
ポーランド,752,2013/1/1
ポーランド,623,2013/2/1
ポーランド,1290,2013/3/1
ポーランド,2477,2013/4/1
ポーランド,1961,2013/5/1
ポーランド,1408,2013/6/1
ポーランド,1187,2013/7/1
ポーランド,1164,2013/8/1
ポーランド,1397,2013/9/1
ポーランド,1514,2013/10/1
ポーランド,1114,2013/11/1
ポーランド,638,2013/12/1
デンマーク,829,2013/1/1
デンマーク,1024,2013/2/1
デンマーク,1835,2013/3/1
デンマーク,1354,2013/4/1
デンマーク,1155,2013/5/1
デンマーク,1054,2013/6/1
デンマーク,1621,2013/7/1
デンマーク,850,2013/8/1
デンマーク,1331,2013/9/1
デンマーク,1895,2013/10/1
デンマーク,1208,2013/11/1
デンマーク,909,2013/12/1
ノルウェー,832,2013/1/1
ノルウェー,945,2013/2/1
ノルウェー,2149,2013/3/1
ノルウェー,1197,2013/4/1
ノルウェー,949,2013/5/1
ノルウェー,1144,2013/6/1
ノルウェー,1566,2013/7/1
ノルウェー,727,2013/8/1
ノルウェー,1191,2013/9/1
ノルウェー,1416,2013/10/1
ノルウェー,988,2013/11/1
ノルウェー,981,2013/12/1
オーストリア,740,2013/1/1
オーストリア,793,2013/2/1
オーストリア,1406,2013/3/1
オーストリア,1165,2013/4/1
オーストリア,1105,2013/5/1
オーストリア,904,2013/6/1
オーストリア,1154,2013/7/1
オーストリア,1010,2013/8/1
オーストリア,1178,2013/9/1
オーストリア,1421,2013/10/1
オーストリア,1302,2013/11/1
オーストリア,837,2013/12/1
ポルトガル,393,2013/1/1
ポルトガル,604,2013/2/1
ポルトガル,849,2013/3/1
ポルトガル,864,2013/4/1
ポルトガル,801,2013/5/1
ポルトガル,1155,2013/6/1
ポルトガル,1222,2013/7/1
ポルトガル,1493,2013/8/1
ポルトガル,984,2013/9/1
ポルトガル,1102,2013/10/1
ポルトガル,919,2013/11/1
ポルトガル,1218,2013/12/1
アイルランド,818,2013/1/1
アイルランド,755,2013/2/1
アイルランド,1040,2013/3/1
アイルランド,965,2013/4/1
アイルランド,905,2013/5/1
アイルランド,866,2013/6/1
アイルランド,1132,2013/7/1
アイルランド,927,2013/8/1
アイルランド,942,2013/9/1
アイルランド,1152,2013/10/1
アイルランド,868,2013/11/1
アイルランド,888,2013/12/1
米国,51261,2013/1/1
米国,45488,2013/2/1
米国,75506,2013/3/1
米国,69565,2013/4/1
米国,74045,2013/5/1
米国,81290,2013/6/1
米国,75350,2013/7/1
米国,58347,2013/8/1
米国,61261,2013/9/1
米国,73731,2013/10/1
米国,65228,2013/11/1
米国,68208,2013/12/1
カナダ,10045,2013/1/1
カナダ,10599,2013/2/1
カナダ,15132,2013/3/1
カナダ,13966,2013/4/1
カナダ,14058,2013/5/1
カナダ,11528,2013/6/1
カナダ,13219,2013/7/1
カナダ,11424,2013/8/1
カナダ,11326,2013/9/1
カナダ,14011,2013/10/1
カナダ,12896,2013/11/1
カナダ,14562,2013/12/1
メキシコ,1234,2013/1/1
メキシコ,909,2013/2/1
メキシコ,2276,2013/3/1
メキシコ,2144,2013/4/1
メキシコ,1854,2013/5/1
メキシコ,2050,2013/6/1
メキシコ,2734,2013/7/1
メキシコ,1511,2013/8/1
メキシコ,2276,2013/9/1
メキシコ,2477,2013/10/1
メキシコ,2031,2013/11/1
メキシコ,1842,2013/12/1
ブラジル,1418,2013/1/1
ブラジル,1275,2013/2/1
ブラジル,2497,2013/3/1
ブラジル,3022,2013/4/1
ブラジル,2324,2013/5/1
ブラジル,1963,2013/6/1
ブラジル,2738,2013/7/1
ブラジル,1678,2013/8/1
ブラジル,2327,2013/9/1
ブラジル,3310,2013/10/1
ブラジル,2060,2013/11/1
ブラジル,2493,2013/12/1
豪州,31669,2013/1/1
豪州,21271,2013/2/1
豪州,22557,2013/3/1
豪州,22747,2013/4/1
豪州,16050,2013/5/1
豪州,17509,2013/6/1
豪州,16190,2013/7/1
豪州,10553,2013/8/1
豪州,21505,2013/9/1
豪州,18099,2013/10/1
豪州,16089,2013/11/1
豪州,30330,2013/12/1
ニュージーランド,3009,2013/1/1
ニュージーランド,2459,2013/2/1
ニュージーランド,2764,2013/3/1
ニュージーランド,3620,2013/4/1
ニュージーランド,2838,2013/5/1
ニュージーランド,3157,2013/6/1
ニュージーランド,3679,2013/7/1
ニュージーランド,2619,2013/8/1
ニュージーランド,3789,2013/9/1
ニュージーランド,3251,2013/10/1
ニュージーランド,2379,2013/11/1
ニュージーランド,3390,2013/12/1
無国籍・その他,31,2013/1/1
無国籍・その他,49,2013/2/1
無国籍・その他,30,2013/3/1
無国籍・その他,41,2013/4/1
無国籍・その他,54,2013/5/1
無国籍・その他,34,2013/6/1
無国籍・その他,39,2013/7/1
無国籍・その他,30,2013/8/1
無国籍・その他,35,2013/9/1
無国籍・その他,46,2013/10/1
無国籍・その他,55,2013/11/1
無国籍・その他,45,2013/12/1
